incident_id,incident_type,location,timestamp,severity,asset,casualties,source,confidence,date,hour,day,month
INC-0197,Personnel Incident,Bardhaman,2023-06-20 11:12:00,Critical,Communication Tower,0,ELINT,0.82,2023-06-20,11,Tuesday,June
INC-0198,Suspicious Activity,Jalpaiguri,2023-02-18 02:55:00,Low,Warehouse,1,HUMINT,0.94,2023-02-18,2,Saturday,February
INC-0199,Supply Disruption,Malda,2023-03-24 11:21:00,Low,Drone,0,INTERNAL REPORT,1.0,2023-03-24,11,Friday,March
INC-0200,GPS Interference,Bardhaman,2023-04-25 15:32:00,High,Power Grid,0,CCTV,0.99,2023-04-25,15,Tuesday,April
INC-0201,Physical Security Breach,Bardhaman,2023-04-16 02:31:00,Low,Personnel,0,SIGINT,0.77,2023-04-16,2,Sunday,April
INC-0202,Data Breach,Jalpaiguri,2023-04-23 00:36:00,High,Drone,0,OSINT,0.76,2023-04-23,0,Sunday,April
INC-0203,Personnel Incident,Bardhaman,2023-06-29 03:24:00,Low,Server,1,UNKNOWN,0.31,2023-06-29,3,Thursday,June
INC-0204,Personnel Incident,Haldia,2023-02-22 23:16:00,Critical,Satellite,1,UNKNOWN,0.38,2023-02-22,23,Wednesday,February
INC-0205,Infrastructure Failure,Durgapur,2023-01-09 16:44:00,Low,Server,0,SIGINT,0.72,2023-01-09,16,Monday,January
INC-0206,Data Breach,Siliguri,2023-04-14 05:47:00,High,Satellite,0,SENSOR,0.68,2023-04-14,5,Friday,April
INC-0207,Fire,Darjeeling,2023-04-17 05:44:00,Medium,Warehouse,0,ELINT,0.75,2023-04-17,5,Monday,April
INC-0208,Communication Outage,Kolkata,2023-03-28 10:52:00,Medium,Communication Tower,1,SIGINT,0.83,2023-03-28,10,Tuesday,March
INC-0209,Personnel Incident,Asansol,2023-01-12 14:10:00,Critical,Drone,0,SIGINT,0.98,2023-01-12,14,Thursday,January
INC-0210,Physical Security Breach,Malda,2023-01-11 05:14:00,Critical,Network Infrastructure,0,INTERNAL REPORT,0.99,2023-01-11,5,Wednesday,January
INC-0211,Unauthorized Access,Darjeeling,2023-05-14 12:48:00,Low,Server,1,SOCIAL MEDIA,0.33,2023-05-14,12,Sunday,May
INC-0212,Communication Outage,Durgapur,2023-01-05 14:12:00,Medium,Server,1,CCTV,0.96,2023-01-05,14,Thursday,January
INC-0213,Fire,Jalpaiguri,2023-01-20 02:23:00,Medium,Communication Tower,1,OSINT,,2023-01-20,2,Friday,January
INC-0214,Personnel Incident,Jalpaiguri,2023-04-05 08:18:00,Critical,Network Infrastructure,0,UNKNOWN,0.29,2023-04-05,8,Wednesday,April
INC-0215,Data Breach,Raiganj,2023-02-26 07:42:00,Low,Personnel,1,HUMINT,,2023-02-26,7,Sunday,February
INC-0216,Vehicle Incident,Cooch Behar,2023-01-02 03:44:00,Critical,Vehicle,0,CCTV,0.92,2023-01-02,3,Monday,January
INC-0217,Unauthorized Access,Siliguri,2023-03-24 08:56:00,High,Database,0,SIGINT,0.89,2023-03-24,8,Friday,March
INC-0218,GPS Interference,Cooch Behar,2023-01-23 10:33:00,High,Server,0,CCTV,0.69,2023-01-23,10,Monday,January
INC-0219,Personnel Incident,Jalpaiguri,2023-04-11 19:32:00,High,UNKNOWN,0,CCTV,0.89,2023-04-11,19,Tuesday,April
INC-0220,Drone Sighting,Jalpaiguri,2023-06-25 16:45:00,Low,Communication Tower,0,IMINT,0.52,2023-06-25,16,Sunday,June
INC-0221,Communication Outage,Cooch Behar,2023-02-12 23:34:00,High,Database,0,IMINT,0.8,2023-02-12,23,Sunday,February
INC-0222,Unauthorized Access,Haldia,2023-03-01 19:28:00,Critical,Personnel,0,UNKNOWN,0.62,2023-03-01,19,Wednesday,March
INC-0223,Cyber Intrusion,Haldia,2023-05-07 23:56:00,Medium,Network Infrastructure,0,OSINT,0.85,2023-05-07,23,Sunday,May
INC-0224,Vehicle Incident,Malda,2023-05-24 16:04:00,Low,Network Infrastructure,1,IMINT,0.81,2023-05-24,16,Wednesday,May
INC-0225,Cyber Intrusion,Siliguri,2023-01-27 07:44:00,Low,Network Infrastructure,0,OSINT,0.87,2023-01-27,7,Friday,January
INC-0226,GPS Interference,Kolkata,2023-03-04 18:43:00,Low,Server,0,SIGINT,0.74,2023-03-04,18,Saturday,March
INC-0227,GPS Interference,Siliguri,2023-04-28 03:41:00,Low,Vehicle,0,OSINT,0.84,2023-04-28,3,Friday,April
INC-0228,Unauthorized Access,Jalpaiguri,2023-05-19 16:13:00,Low,Power Grid,1,SENSOR,0.64,2023-05-19,16,Friday,May
INC-0229,Drone Sighting,Kolkata,2023-02-07 10:49:00,Low,Vehicle,0,IMINT,0.77,2023-02-07,10,Tuesday,February
INC-0230,Infrastructure Failure,Siliguri,2023-04-25 23:13:00,Medium,Vehicle,0,ELINT,0.82,2023-04-25,23,Tuesday,April
INC-0231,Data Breach,Bardhaman,2023-04-28 15:48:00,High,Power Grid,1,IMINT,0.52,2023-04-28,15,Friday,April
INC-0232,Data Breach,Kolkata,2023-03-05 21:06:00,High,Warehouse,0,ELINT,0.81,2023-03-05,21,Sunday,March
INC-0233,Infrastructure Failure,Asansol,2023-04-20 14:12:00,Low,Power Grid,0,INTERNAL REPORT,0.81,2023-04-20,14,Thursday,April
INC-0234,Physical Security Breach,Kharagpur,2023-04-05 09:53:00,Low,Satellite,1,HUMINT,0.8,2023-04-05,9,Wednesday,April
INC-0235,Fire,Asansol,2023-05-11 01:13:00,Medium,Power Grid,0,HUMINT,0.6,2023-05-11,1,Thursday,May
INC-0236,Suspicious Activity,Kolkata,2023-02-06 18:42:00,Low,Warehouse,0,ELINT,0.7,2023-02-06,18,Monday,February
INC-0237,Infrastructure Failure,Malda,2023-03-31 11:19:00,High,Satellite,1,SIGINT,0.78,2023-03-31,11,Friday,March
INC-0238,Data Breach,Durgapur,2023-06-21 19:49:00,Medium,Personnel,1,SIGINT,0.75,2023-06-21,19,Wednesday,June
INC-0239,Infrastructure Failure,Kolkata,2023-06-20 21:17:00,Low,Warehouse,0,HUMINT,0.72,2023-06-20,21,Tuesday,June
INC-0240,GPS Interference,Siliguri,2023-03-15 01:10:00,Critical,Server,0,CCTV,0.81,2023-03-15,1,Wednesday,March
INC-0241,Vehicle Incident,Jalpaiguri,2023-02-25 04:26:00,Medium,Power Grid,0,ELINT,0.89,2023-02-25,4,Saturday,February
INC-0242,Infrastructure Failure,Darjeeling,2023-04-25 19:45:00,Low,Warehouse,0,IMINT,0.66,2023-04-25,19,Tuesday,April
INC-0243,Infrastructure Failure,Raiganj,2023-04-05 23:28:00,High,Communication Tower,1,SIGINT,0.83,2023-04-05,23,Wednesday,April
INC-0244,Fire,Durgapur,2023-05-06 10:33:00,Medium,Warehouse,0,ELINT,0.68,2023-05-06,10,Saturday,May
INC-0245,Supply Disruption,Durgapur,2023-06-11 03:10:00,High,Drone,0,IMINT,,2023-06-11,3,Sunday,June
INC-0246,Communication Outage,Cooch Behar,2023-05-31 11:08:00,Medium,Database,1,UNKNOWN,0.56,2023-05-31,11,Wednesday,May
INC-0247,Physical Security Breach,Darjeeling,2023-04-20 18:05:00,Medium,Warehouse,0,UNKNOWN,0.99,2023-04-20,18,Thursday,April
INC-0248,Communication Outage,Raiganj,2023-02-17 02:13:00,Low,Database,0,HUMINT,0.73,2023-02-17,2,Friday,February
INC-0249,Suspicious Activity,Asansol,2023-06-29 02:25:00,High,Power Grid,0,SIGINT,0.78,2023-06-29,2,Thursday,June
INC-0250,Data Breach,Durgapur,2023-01-20 21:26:00,Critical,Personnel,1,HUMINT,0.61,2023-01-20,21,Friday,January
INC-0251,GPS Interference,Durgapur,2023-03-14 15:20:00,High,Personnel,1,CCTV,0.71,2023-03-14,15,Tuesday,March
INC-0252,GPS Interference,Haldia,2023-02-16 19:46:00,Low,Database,0,UNKNOWN,0.65,2023-02-16,19,Thursday,February
INC-0253,Fire,Cooch Behar,2023-03-20 06:49:00,Critical,Database,1,UNKNOWN,0.53,2023-03-20,6,Monday,March
INC-0254,Unauthorized Access,Raiganj,2023-04-29 18:45:00,Medium,Vehicle,1,UNKNOWN,0.43,2023-04-29,18,Saturday,April
INC-0255,Personnel Incident,Cooch Behar,2023-02-26 23:34:00,Low,Power Grid,0,ELINT,0.6,2023-02-26,23,Sunday,February
INC-0256,Data Breach,Haldia,2023-03-14 20:12:00,Critical,Personnel,0,SIGINT,0.71,2023-03-14,20,Tuesday,March
INC-0257,Supply Disruption,Raiganj,2023-06-06 07:00:00,Medium,Warehouse,0,CCTV,0.93,2023-06-06,7,Tuesday,June
INC-0258,Drone Sighting,Kolkata,2023-03-12 18:17:00,High,Satellite,1,SOCIAL MEDIA,0.41,2023-03-12,18,Sunday,March
INC-0259,Supply Disruption,Bardhaman,2023-05-11 09:11:00,Low,Network Infrastructure,0,IMINT,0.61,2023-05-11,9,Thursday,May
INC-0260,Supply Disruption,Kolkata,2023-02-07 07:34:00,High,Satellite,0,SOCIAL MEDIA,0.47,2023-02-07,7,Tuesday,February
INC-0261,Unauthorized Access,Raiganj,2023-05-16 02:19:00,Medium,Power Grid,0,SOCIAL MEDIA,0.56,2023-05-16,2,Tuesday,May
INC-0262,GPS Interference,Malda,2023-06-19 18:59:00,High,Server,2,HUMINT,,2023-06-19,18,Monday,June
INC-0263,Cyber Intrusion,Kolkata,2023-03-11 12:16:00,Low,Power Grid,0,CCTV,0.97,2023-03-11,12,Saturday,March
INC-0264,Fire,Asansol,2023-04-25 10:14:00,Low,Database,0,SENSOR,0.71,2023-04-25,10,Tuesday,April
INC-0265,Unauthorized Access,Haldia,2023-03-14 21:42:00,Critical,Database,0,INTERNAL REPORT,0.83,2023-03-14,21,Tuesday,March
INC-0266,Suspicious Activity,Raiganj,2023-06-19 04:41:00,Medium,Personnel,0,HUMINT,0.82,2023-06-19,4,Monday,June
INC-0267,Communication Outage,Bardhaman,2023-05-12 04:48:00,Critical,Personnel,0,IMINT,0.85,2023-05-12,4,Friday,May
INC-0268,Personnel Incident,Darjeeling,2023-05-19 08:00:00,Critical,Warehouse,1,INTERNAL REPORT,0.96,2023-05-19,8,Friday,May
INC-0269,GPS Interference,Haldia,2023-02-11 22:52:00,High,Power Grid,0,ELINT,0.77,2023-02-11,22,Saturday,February
INC-0270,Suspicious Activity,Cooch Behar,2023-03-29 16:00:00,High,Warehouse,1,OSINT,0.6,2023-03-29,16,Wednesday,March
INC-0271,Infrastructure Failure,Kharagpur,2023-02-24 22:40:00,Critical,Network Infrastructure,1,SENSOR,0.82,2023-02-24,22,Friday,February
INC-0272,Communication Outage,Asansol,2023-05-01 00:22:00,Critical,Server,0,SENSOR,0.63,2023-05-01,0,Monday,May
INC-0273,Suspicious Activity,Darjeeling,2023-04-13 18:43:00,High,Network Infrastructure,0,SENSOR,0.61,2023-04-13,18,Thursday,April
INC-0274,Drone Sighting,Raiganj,2023-01-03 02:09:00,High,Drone,1,IMINT,0.67,2023-01-03,2,Tuesday,January
INC-0275,Unauthorized Access,Darjeeling,2023-04-16 07:26:00,Critical,UNKNOWN,1,SIGINT,0.93,2023-04-16,7,Sunday,April
INC-0276,Suspicious Activity,Jalpaiguri,2023-02-07 23:07:00,Medium,Network Infrastructure,0,CCTV,0.96,2023-02-07,23,Tuesday,February
INC-0277,Personnel Incident,Jalpaiguri,2023-04-21 17:59:00,High,Database,0,HUMINT,0.77,2023-04-21,17,Friday,April
INC-0278,Drone Sighting,Cooch Behar,2023-02-08 19:03:00,Critical,Vehicle,0,INTERNAL REPORT,0.91,2023-02-08,19,Wednesday,February
INC-0279,Unauthorized Access,Darjeeling,2023-02-18 03:35:00,Critical,Personnel,0,CCTV,0.86,2023-02-18,3,Saturday,February
INC-0280,Communication Outage,Cooch Behar,2023-03-30 04:14:00,Critical,Database,0,SOCIAL MEDIA,,2023-03-30,4,Thursday,March
INC-0281,GPS Interference,Kolkata,2023-04-09 05:17:00,Medium,Warehouse,0,UNKNOWN,0.43,2023-04-09,5,Sunday,April
INC-0282,Personnel Incident,Kolkata,2023-04-13 09:54:00,Critical,Warehouse,0,SOCIAL MEDIA,0.51,2023-04-13,9,Thursday,April
INC-0283,Communication Outage,Raiganj,2023-06-24 20:59:00,High,Server,0,UNKNOWN,0.61,2023-06-24,20,Saturday,June
INC-0284,Suspicious Activity,Kolkata,2023-01-09 08:24:00,Critical,Personnel,0,SENSOR,0.87,2023-01-09,8,Monday,January
INC-0285,Unauthorized Access,Cooch Behar,2023-01-27 07:17:00,Critical,Communication Tower,0,OSINT,0.64,2023-01-27,7,Friday,January
INC-0286,Physical Security Breach,Kharagpur,2023-06-06 20:46:00,Medium,Drone,0,SENSOR,0.75,2023-06-06,20,Tuesday,June
INC-0287,Supply Disruption,Kolkata,2023-03-18 21:26:00,High,Drone,1,UNKNOWN,0.64,2023-03-18,21,Saturday,March
INC-0288,Physical Security Breach,Jalpaiguri,2023-03-31 21:08:00,High,Satellite,0,CCTV,0.8,2023-03-31,21,Friday,March
INC-0289,Suspicious Activity,Siliguri,2023-02-07 01:14:00,High,Database,0,UNKNOWN,0.46,2023-02-07,1,Tuesday,February
INC-0290,Fire,Raiganj,2023-02-24 11:18:00,Low,Server,0,SIGINT,0.82,2023-02-24,11,Friday,February
INC-0291,Supply Disruption,Malda,2023-04-11 21:44:00,Low,Power Grid,0,CCTV,0.79,2023-04-11,21,Tuesday,April
INC-0292,Unauthorized Access,Kharagpur,2023-01-02 03:08:00,Low,Satellite,1,OSINT,0.86,2023-01-02,3,Monday,January
INC-0293,Fire,Darjeeling,2023-04-22 08:43:00,Low,Database,0,CCTV,0.71,2023-04-22,8,Saturday,April
INC-0294,Personnel Incident,Darjeeling,2023-04-26 08:12:00,Low,Communication Tower,1,SOCIAL MEDIA,0.73,2023-04-26,8,Wednesday,April
INC-0295,Personnel Incident,Kolkata,2023-03-18 17:52:00,High,Communication Tower,1,HUMINT,0.88,2023-03-18,17,Saturday,March
INC-0296,Data Breach,Darjeeling,2023-04-13 07:51:00,Critical,Server,0,ELINT,0.63,2023-04-13,7,Thursday,April
INC-0297,Personnel Incident,Malda,2023-03-20 09:38:00,Low,Personnel,0,UNKNOWN,0.48,2023-03-20,9,Monday,March
INC-0298,Suspicious Activity,Haldia,2023-01-08 04:03:00,Critical,Personnel,0,HUMINT,0.62,2023-01-08,4,Sunday,January
INC-0299,Fire,Malda,2023-05-04 18:48:00,Medium,Personnel,0,CCTV,0.92,2023-05-04,18,Thursday,May
INC-0300,Drone Sighting,Raiganj,2023-04-10 21:46:00,Critical,Database,0,HUMINT,0.91,2023-04-10,21,Monday,April
