incident_id,incident_type,location,timestamp,severity,asset,casualties,source,confidence
INC-0265,Unauthorized Access,Haldia,2023-03-14 21:42:00,Critical,Database,0,Internal Report,0.83
INC-0266,Suspicious Activity,Raiganj,2023-06-19 04:41:00,Medium,Personnel,0,HUMINT,0.82
INC-0267,Communication Outage,Bardhaman,2023-05-12 04:48:00,Critical,Personnel,0,IMINT,0.85
INC-0268,Personnel Incident,Darjeeling,2023-05-19 08:00:00,Critical,Warehouse,1,Internal Report,0.96
INC-0269,GPS Interference,Haldia,2023-02-11 22:52:00,High,Power Grid,0,ELINT,0.77
INC-0270,Suspicious Activity,Cooch Behar,2023-03-29 16:00:00,High,Warehouse,1,OSINT,0.6
INC-0271,Infrastructure Failure,Kharagpur,2023-02-24 22:40:00,Critical,Network Infrastructure,1,Sensor,0.82
INC-0272,Communication Outage,Asansol,2023-05-01 00:22:00,Critical,Server,0,Sensor,0.63
INC-0273,Suspicious Activity,Darjeeling,2023-04-13 18:43:00,High,Network Infrastructure,0,Sensor,0.61
INC-0274,Drone Sighting,Raiganj,2023-01-03 02:09:00,High,Drone,1,IMINT,0.67
INC-0275,Unauthorized Access,Darjeeling,2023-04-16 07:26:00,Critical,,1,SIGINT,0.93
INC-0276,Suspicious Activity,Jalpaiguri,2023-02-07 23:07:00,Medium,Network Infrastructure,0,CCTV,0.96
INC-0277,Personnel Incident,Jalpaiguri,2023-04-21 17:59:00,High,Database,0,HUMINT,0.77
INC-0278,Drone Sighting,Cooch Behar,2023-02-08 19:03:00,Critical,Vehicle,0,Internal Report,0.91
INC-0279,Unauthorized Access,Darjeeling,2023-02-18 03:35:00,Critical,Personnel,0,CCTV,0.86
INC-0280,Communication Outage,Cooch Behar,2023-03-30 04:14:00,Critical,Database,0,Social Media,
INC-0281,GPS Interference,Kolkata,2023-04-09 05:17:00,Medium,Warehouse,0,Unknown,0.43
INC-0282,Personnel Incident,kolkata,2023-04-13 09:54:00,Critical,Warehouse,0,Social Media,0.51
INC-0283,Communication Outage,Raiganj,2023-06-24 20:59:00,High,Server,0,,0.61
INC-0284,Suspicious Activity,kolkata,2023-01-09 08:24:00,Critical,Personnel,0,Sensor,0.87
INC-0285,Unauthorized Access,Cooch Behar,2023-01-27 07:17:00,Critical,Communication Tower,0,OSINT,0.64
INC-0286,Physical Security Breach,Kharagpur,2023-06-06 20:46:00,Medium,Drone,0,Sensor,0.75
INC-0287,Supply Disruption,Kolkata,2023-03-18 21:26:00,High,Drone,1,,0.64
INC-0288,Physical Security Breach,Jalpaiguri,2023-03-31 21:08:00,High,Satellite,0,CCTV,0.8
INC-0289,Suspicious Activity,Siliguri,2023-02-07 01:14:00,High,Database,0,,0.46
INC-0290,Fire,Raiganj,2023-02-24 11:18:00,Low,Server,0,SIGINT,0.82
INC-0291,Supply Disruption,Malda,2023-04-11 21:44:00,Low,Power Grid,0,CCTV,0.79
INC-0292,Unauthorized Access,Kharagpur,2023-01-02 03:08:00,Low,Satellite,1,OSINT,0.86
INC-0293,Fire,Darjeeling,2023-04-22 08:43:00,Low,Database,0,CCTV,0.71
INC-0294,Personnel Incident,Darjeeling,2023-04-26 08:12:00,Low,Communication Tower,1,Social Media,0.73
INC-0295,Personnel Incident,Kolkata,2023-03-18 17:52:00,High,Communication Tower,1,HUMINT,0.88
INC-0296,Data Breach,Darjeeling,2023-04-13 07:51:00,Critical,Server,0,ELINT,0.63
INC-0297,Personnel Incident,Malda,2023-03-20 09:38:00,Low,Personnel,0,Unknown,0.48
INC-0298,Suspicious Activity,Haldia,2023-01-08 04:03:00,Critical,Personnel,0,HUMINT,0.62
INC-0299,Fire,Malda,2023-05-04 18:48:00,Medium,Personnel,0,CCTV,0.92
INC-0300,Drone Sighting,Raiganj,2023-04-10 21:46:00,Critical,Database,0,HUMINT,0.91
INC-0204,Personnel Incident,Haldia,2023-02-22 23:16:00,Critical,Satellite,1,Unknown,0.38
INC-0267,Communication Outage,Bardhaman,2023-05-12 04:48:00,Critical,Personnel,0,IMINT,0.85
INC-0153,GPS Interference,Darjeeling,2023-05-15 10:30:00,Medium,Warehouse,1,ELINT,0.84
INC-0010,Fire,Asansol,2023-02-14 10:28:00,Critical,Warehouse,1,HUMINT,0.86
INC-0234,Physical Security Breach,Kharagpur,2023-04-05 09:53:00,Low,Satellite,1,HUMINT,0.8
INC-0227,GPS Interference,Siliguri,2023-04-28 03:41:00,Low,Vehicle,0,OSINT,0.84
INC-0197,Personnel Incident,Bardhaman,2023-06-20 11:12:00,Critical,Communication Tower,0,ELINT,0.82
INC-0110,Data Breach,Haldia,2023-01-28 02:37:00,High,Database,0,IMINT,0.75
